Team,Coach,Week,Slot,Bench,Position,Player,Franchise,Stats,Fantasy Points,Opponent,Opponent Coach,Year,Game No.,Original Order,Gamecode,Playercode,Against Playercode,Postioncode,,,Team Name,Coach,,,,Coaches,,Position,,Seasons
Tasty Scans,Ciaran,13,RB1,,RB,J. White,NE,"26 Rush Yds,92 Rec Yds",11.8,The Iron Price,Niall,2018,1,4141,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,RB2,,RB,T. Yeldon,JAX,"16 Rush Yds,49 Rec Yds",6.5,The Iron Price,Niall,2018,1,4142,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,WR1,,WR,D. Hopkins,HOU,91 Rec Yds,9.1,The Iron Price,Niall,2018,1,4143,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,WR2,,WR,M. Evans,TB,48 Rec Yds,4.8,The Iron Price,Niall,2018,1,4144,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,TE,,TE,J. Cook,LV,"100 Rec Yds,1 Rec TD",16,The Iron Price,Niall,2018,1,4145,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,W/R,,WR,T. Lockett,SEA,"52 Rec Yds,1 Rec TD,10 Rush Yds",12.2,The Iron Price,Niall,2018,1,4146,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,K,,K,K. Fairbairn,HOU,"2 PAT,2 30-39,2 40-49,1 50+",19,The Iron Price,Niall,2018,1,4147,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,DEF,,DEF,Dolphins,DEF,"17 Pts,2 Sck,2 Int,1 Fum",9,The Iron Price,Niall,2018,1,4148,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,BN1,BN,WR,D. Jackson,TB,0,0,The Iron Price,Niall,2018,1,4149,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,BN2,BN,QB,D. Prescott,DAL,"249 Pass Yds,1 Pass TD,22 Rush Yds,1 Fum",14.16,The Iron Price,Niall,2018,1,4150,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,BN3,BN,RB,A. Collins,BAL,0,0,The Iron Price,Niall,2018,1,4151,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,BN4,BN,TE,O. Howard,TB,0,0,The Iron Price,Niall,2018,1,4152,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,BN5,BN,RB,K. Hunt,,0,0,The Iron Price,Niall,2018,1,4153,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Tasty Scans,Ciaran,13,BN6,BN,K,A. Vinatieri,IND,0,0,The Iron Price,Niall,2018,1,4154,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,QB,,QB,J. Goff,LA,"207 Pass Yds,1 Pass TD,1 Int,-2 Rush Yds,...",8.08,Tasty Scans,Ciaran,2018,1,4155,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,RB1,,RB,M. Breida,SF,"6 Rush Yds,51 Rec Yds",5.7,Tasty Scans,Ciaran,2018,1,4156,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,RB2,,RB,N. Chubb,CLE,"31 Rush Yds,1 Rush TD,41 Rec Yds",13.2,Tasty Scans,Ciaran,2018,1,4157,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,WR1,,WR,T. Hill,KC,"13 Rec Yds,37 Rush Yds",5,Tasty Scans,Ciaran,2018,1,4158,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,WR2,,WR,D. Moore,CAR,"44 Rec Yds,21 Rush Yds",6.5,Tasty Scans,Ciaran,2018,1,4159,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,TE,,TE,C. Brate,TB,36 Rec Yds,3.6,Tasty Scans,Ciaran,2018,1,4160,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,W/R,,RB,S. Ware,KC,"47 Rush Yds,1 Rush TD,5 Rec Yds",11.2,Tasty Scans,Ciaran,2018,1,4161,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,K,,K,J. Tucker,BAL,"2 PAT,1 20-29,3 40-49",14,Tasty Scans,Ciaran,2018,1,4162,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,DEF,,DEF,Titans,DEF,"16 Pts,2 Sck,1 Int",5,Tasty Scans,Ciaran,2018,1,4163,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,BN1,BN,QB,K. Cousins,MIN,"306 Pass Yds,1 Pass TD,1 Int,22 Rush Yds",8.04,Tasty Scans,Ciaran,2018,1,4164,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,BN2,BN,WR,S. Diggs,MIN,0,4.9,Tasty Scans,Ciaran,2018,1,4165,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,BN3,BN,RB,L. Fournette,JAX,0,0,Tasty Scans,Ciaran,2018,1,4166,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,BN4,BN,WR,C. Ridley,ATL,0,2.2,Tasty Scans,Ciaran,2018,1,4167,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,BN5,BN,DEF,Texans,DEF,"89 Rush Yds,20 Rec Yds",18,Tasty Scans,Ciaran,2018,1,4168,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
The Iron Price,Niall,13,BN6,BN,DEF,Redskins,DEF,0,1,Tasty Scans,Ciaran,2018,1,4169,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,QB,,QB,A. Rodgers,GB,"233 Pass Yds,1 Pass TD,20 Rush Yds",15.32,Chris's B Team,Catherine,2018,2,4170,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,RB1,,RB,D. Lewis,TEN,"36 Rush Yds,-2 Rec Yds",3.4,Chris's B Team,Catherine,2018,2,4171,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,RB2,,RB,M. Mack,IND,"27 Rush Yds,6 Rec Yds",3.3,Chris's B Team,Catherine,2018,2,4172,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,WR1,,WR,A. Humphries,TB,"61 Rec Yds,1 Rec TD",12.1,Chris's B Team,Catherine,2018,2,4173,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,WR2,,WR,K. Golladay,DET,50 Rec Yds,5,Chris's B Team,Catherine,2018,2,4174,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,TE,,TE,R. Gronkowski,NE,26 Rec Yds,2.6,Chris's B Team,Catherine,2018,2,4175,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,W/R,,RB,D. Henry,TEN,"40 Rush Yds,1 Rush TD,5 Rec Yds",10.5,Chris's B Team,Catherine,2018,2,4176,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,K,,K,M. Crosby,GB,"2 PAT,1 30-39,1 Miss 40-49",5,Chris's B Team,Catherine,2018,2,4177,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,DEF,,DEF,Ravens,DEF,"10 Pts,3 Sck,1 Fum,1 TD",15,Chris's B Team,Catherine,2018,2,4178,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,BN1,BN,WR,S. Watkins,KC,0,0,Chris's B Team,Catherine,2018,2,4179,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,BN2,BN,WR,J. Landry,CLE,103 Rec Yds,10.3,Chris's B Team,Catherine,2018,2,4180,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,BN3,BN,WR,J. Brown,BAL,0,0,Chris's B Team,Catherine,2018,2,4181,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,BN4,BN,RB,K. Drake,MIA,"31 Rush Yds,13 Rec Yds,1 Rec TD",10.4,Chris's B Team,Catherine,2018,2,4182,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,BN5,BN,TE,A. Hooper,ATL,"44 Rec Yds,1 Rec TD",10.4,Chris's B Team,Catherine,2018,2,4183,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
HandsomeRodgersPlusSix,Whytey,13,BN6,BN,WR,D. Westbrook,JAX,"25 Rec Yds,-1 Rush Yds",2.4,Chris's B Team,Catherine,2018,2,4184,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,QB,,QB,C. Newton,CAR,"300 Pass Yds,2 Pass TD,4 Int,33 Rush Yds",15.3,HandsomeRodgersPlusSix,Whytey,2018,2,4185,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,RB1,,RB,D. Cook,MIN,"84 Rush Yds,22 Rec Yds",10.6,HandsomeRodgersPlusSix,Whytey,2018,2,4186,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,RB2,,RB,A. Jones,GB,"36 Rush Yds,1 Rush TD,16 Rec Yds",11.2,HandsomeRodgersPlusSix,Whytey,2018,2,4187,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,WR1,,WR,A. Brown,PIT,"154 Rec Yds,1 Rec TD",21.4,HandsomeRodgersPlusSix,Whytey,2018,2,4188,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,WR2,,WR,T. Hilton,IND,77 Rec Yds,7.7,HandsomeRodgersPlusSix,Whytey,2018,2,4189,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,TE,,TE,G. Kittle,SF,70 Rec Yds,7,HandsomeRodgersPlusSix,Whytey,2018,2,4190,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,W/R,,RB,A. Peterson,WAS,"98 Rush Yds,1 Rush TD",15.8,HandsomeRodgersPlusSix,Whytey,2018,2,4191,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,K,,K,W. Lutz,NO,"1 PAT,1 30-39",4,HandsomeRodgersPlusSix,Whytey,2018,2,4192,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,DEF,,DEF,Chiefs,DEF,"33 Pts,3 Sck,3 Fum",8,HandsomeRodgersPlusSix,Whytey,2018,2,4193,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,BN1,BN,WR,A. Jeffery,PHI,"306 Pass Yds,1 Pass TD,1 Int,22 Rush Yds",3.1,HandsomeRodgersPlusSix,Whytey,2018,2,4194,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,BN2,BN,RB,D. Johnson,CLE,0,1.2,HandsomeRodgersPlusSix,Whytey,2018,2,4195,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,BN3,BN,RB,P. Barber,TB,0,8.5,HandsomeRodgersPlusSix,Whytey,2018,2,4196,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,BN4,BN,WR,K. Coutee,HOU,0,0,HandsomeRodgersPlusSix,Whytey,2018,2,4197,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,BN5,BN,DEF,Patriots,DEF,"89 Rush Yds,20 Rec Yds",10,HandsomeRodgersPlusSix,Whytey,2018,2,4198,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Chris's B Team,Catherine,13,BN6,BN,DEF,Steelers,DEF,0,1,HandsomeRodgersPlusSix,Whytey,2018,2,4199,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,QB,,QB,B. Roethlisberger,PIT,"281 Pass Yds,2 Pass TD,1 Int",17.24,king-of-tekken7,Dudley,2018,3,4200,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,RB1,,RB,E. Elliott,DAL,"75 Rush Yds,60 Rec Yds,1 Rec TD",19.5,king-of-tekken7,Dudley,2018,3,4201,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,RB2,,RB,J. Mixon,CIN,"82 Rush Yds,13 Rec Yds",9.5,king-of-tekken7,Dudley,2018,3,4202,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,WR1,,WR,R. Woods,LA,"67 Rec Yds,1 Rec TD,11 Rush Yds",13.8,king-of-tekken7,Dudley,2018,3,4203,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,WR2,,WR,A. Thielen,MIN,"28 Rec Yds,1 Rec TD",8.8,king-of-tekken7,Dudley,2018,3,4204,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,TE,,TE,Z. Ertz,PHI,83 Rec Yds,8.3,king-of-tekken7,Dudley,2018,3,4205,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,W/R,,RB,J. Conner,PIT,"60 Rush Yds,2 Rush TD,14 Rec Yds",19.4,king-of-tekken7,Dudley,2018,3,4206,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,K,,K,M. Badgley,LAC,"2 PAT,1 20-29,1 Miss 50+",5,king-of-tekken7,Dudley,2018,3,4207,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,DEF,,DEF,Broncos,DEF,"10 Pts,4 Sck,1 Int,2 Fum",14,king-of-tekken7,Dudley,2018,3,4208,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,BN1,BN,WR,E. Sanders,DEN,19 Rec Yds,1.9,king-of-tekken7,Dudley,2018,3,4209,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,BN2,BN,WR,G. Tate,PHI,"85 Rec Yds,1 Rec TD,1 2PT",16.5,king-of-tekken7,Dudley,2018,3,4210,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,BN3,BN,RB,G. Bernard,CIN,"14 Rush Yds,32 Rec Yds",4.6,king-of-tekken7,Dudley,2018,3,4211,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,BN4,BN,RB,T. Coleman,ATL,"8 Rush Yds,3 Rec Yds",1.1,king-of-tekken7,Dudley,2018,3,4212,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,BN5,BN,QB,B. Mayfield,CLE,"397 Pass Yds,1 Pass TD,3 Int",13.88,king-of-tekken7,Dudley,2018,3,4213,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Sponsored by Nike,Scan,13,BN6,BN,DEF,Chargers,DEF,"30 Pts,1 Sck,1 Int,1 Ret TD",8,king-of-tekken7,Dudley,2018,3,4214,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,QB,,QB,P. Mahomes,KC,"295 Pass Yds,4 Pass TD,52 Rush Yds",33,Sponsored by Nike,Scan,2018,3,4215,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,RB1,,RB,T. Gurley,LA,"132 Rush Yds,2 Rush TD,33 Rec Yds",28.5,Sponsored by Nike,Scan,2018,3,4216,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,RB2,,RB,C. Carson,SEA,"69 Rush Yds,39 Rec Yds",10.8,Sponsored by Nike,Scan,2018,3,4217,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,WR1,,WR,A. Green,CIN,7 Rec Yds,0.7,Sponsored by Nike,Scan,2018,3,4218,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,WR2,,WR,T. Boyd,CIN,97 Rec Yds,9.7,Sponsored by Nike,Scan,2018,3,4219,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,TE,,TE,V. McDonald,PIT,28 Rec Yds,2.8,Sponsored by Nike,Scan,2018,3,4220,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,W/R,,RB,J. Adams,PHI,85 Rush Yds,8.5,Sponsored by Nike,Scan,2018,3,4221,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,K,,K,C. Boswell,PIT,"3 PAT,1 PAT Miss,1 40-49",6,Sponsored by Nike,Scan,2018,3,4222,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,DEF,,DEF,Seahawks,DEF,"16 Pts,3 Sck,1 Int,2 Fum,1 TD",16,Sponsored by Nike,Scan,2018,3,4223,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,BN1,BN,RB,L. Blount,DET,"306 Pass Yds,1 Pass TD,1 Int,22 Rush Yds",6.1,Sponsored by Nike,Scan,2018,3,4224,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,BN2,BN,RB,M. Brown,LA,0,0.8,Sponsored by Nike,Scan,2018,3,4225,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,BN3,BN,WR,J. Reynolds,LA,0,1.9,Sponsored by Nike,Scan,2018,3,4226,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,BN4,BN,RB,C. Clement,PHI,0,7.4,Sponsored by Nike,Scan,2018,3,4227,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,BN5,BN,RB,K. Johnson,DET,"89 Rush Yds,20 Rec Yds",0,Sponsored by Nike,Scan,2018,3,4228,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
king-of-tekken7,Dudley,13,BN6,BN,WR,C. Sutton,DEN,0,14.5,Sponsored by Nike,Scan,2018,3,4229,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,QB,,QB,J. Winston,TB,"249 Pass Yds,2 Pass TD,48 Rush Yds",22.76,Crowler's Scowlers,Dee,2018,4,4230,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,RB1,,RB,D. Johnson,ARI,"69 Rush Yds,3 Rec Yds",7.2,Crowler's Scowlers,Dee,2018,4,4231,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,RB2,,RB,S. Michel,NE,"63 Rush Yds,7 Rec Yds",7,Crowler's Scowlers,Dee,2018,4,4232,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,WR1,,WR,A. Cooper,DAL,"76 Rec Yds,1 Fum",5.6,Crowler's Scowlers,Dee,2018,4,4233,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,WR2,,WR,M. Thomas,NO,40 Rec Yds,4,Crowler's Scowlers,Dee,2018,4,4234,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,TE,,TE,E. Ebron,IND,"81 Rec Yds,1 Fum,-9 Rush Yds",5.2,Crowler's Scowlers,Dee,2018,4,4235,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,W/R,,WR,J. Jones,ATL,18 Rec Yds,1.8,Crowler's Scowlers,Dee,2018,4,4236,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,K,,K,S. Gostkowski,NE,"3 PAT,1 20-29,1 Miss 40-49",6,Crowler's Scowlers,Dee,2018,4,4237,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,DEF,,DEF,Bears,DEF,"24 Pts,3 Sck,1 Int",5,Crowler's Scowlers,Dee,2018,4,4238,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,BN1,BN,TE,J. Graham,GB,50 Rec Yds,5,Crowler's Scowlers,Dee,2018,4,4239,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,BN2,BN,QB,P. Rivers,LAC,"299 Pass Yds,2 Pass TD,2 2PT",23.96,Crowler's Scowlers,Dee,2018,4,4240,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,BN3,BN,RB,D. Martin,LV,"61 Rush Yds,1 Rush TD,1 Fum,6 Rec Yds",10.7,Crowler's Scowlers,Dee,2018,4,4241,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,BN4,BN,RB,C. Hyde,JAX,"36 Rush Yds,1 Fum,1 Rec Yds",1.7,Crowler's Scowlers,Dee,2018,4,4242,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,BN5,BN,RB,T. Cohen,CHI,"30 Rush Yds,156 Rec Yds",22.64,Crowler's Scowlers,Dee,2018,4,4243,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Buffal-oh-bollocks,Beano,13,BN6,BN,QB,J. Allen,BUF,"231 Pass Yds,2 Pass TD,2 Int,135 Rush Yds,...",28.74,Crowler's Scowlers,Dee,2018,4,4244,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,QB,,QB,D. Watson,HOU,"224 Pass Yds,1 Pass TD,30 Rush Yds",15.96,Buffal-oh-bollocks,Beano,2018,4,4245,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,RB1,,RB,C. McCaffrey,CAR,"106 Rush Yds,55 Rec Yds,1 Rec TD",22.1,Buffal-oh-bollocks,Beano,2018,4,4246,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,RB2,,RB,A. Kamara,NO,"36 Rush Yds,36 Rec Yds",7.2,Buffal-oh-bollocks,Beano,2018,4,4247,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,WR1,,WR,D. Thomas,HOU,32 Rec Yds,3.2,Buffal-oh-bollocks,Beano,2018,4,4248,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,WR2,,WR,K. Allen,LAC,"148 Rec Yds,1 Rec TD,1 2PT",22.8,Buffal-oh-bollocks,Beano,2018,4,4249,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,TE,,TE,G. Everett,LA,7 Rec Yds,0.7,Buffal-oh-bollocks,Beano,2018,4,4250,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,W/R,,WR,B. Cooks,LA,62 Rec Yds,6.2,Buffal-oh-bollocks,Beano,2018,4,4251,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,K,,K,S. Janikowski,SEA,"4 PAT,2 PAT Miss,1 40-49",7,Buffal-oh-bollocks,Beano,2018,4,4252,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,DEF,,DEF,Panthers,DEF,"24 Pts,4 Sck,1 Fum",6,Buffal-oh-bollocks,Beano,2018,4,4253,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,BN1,BN,QB,M. Ryan,ATL,"306 Pass Yds,1 Pass TD,1 Int,22 Rush Yds",7.64,Buffal-oh-bollocks,Beano,2018,4,4254,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,BN2,BN,WR,J. Edelman,NE,0,6,Buffal-oh-bollocks,Beano,2018,4,4255,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,BN3,BN,TE,V. Davis,WAS,0,1.5,Buffal-oh-bollocks,Beano,2018,4,4256,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Crowler's Scowlers,Dee,13,BN4,BN,WR,J. Gordon,NE,0,11.8,Buffal-oh-bollocks,Beano,2018,4,4257,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
