Team,Coach,Week,Slot,Bench,Position,Player,Franchise,Stats,Fantasy Points,Opponent,Opponent Coach,Year,Game No.,Original Order,Gamecode,Playercode,Against Playercode,Postioncode,,,Team Name,Coach,,,,Coaches,,Position,,Seasons
IM HERE SO I WONT GET FINED,Stephen,12,K,,K,M. Bryant,ATL,"5 PAT,1 40-49",8,GRONK GRONK GRONK GRONK,Niall,2016,2,21844,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
IM HERE SO I WONT GET FINED,Stephen,12,DEF,,DEF,Vikings,DEF,"16 Pts,2 Sck",3,GRONK GRONK GRONK GRONK,Niall,2016,2,21845,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
IM HERE SO I WONT GET FINED,Stephen,12,BN1,BN,RB,J. Starks,GB,"41 Rush Yds,27 Rec Yds",6.8,GRONK GRONK GRONK GRONK,Niall,2016,2,21846,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
IM HERE SO I WONT GET FINED,Stephen,12,BN2,BN,RB,D. Lewis,NE,"24 Rush Yds,34 Rec Yds",5.8,GRONK GRONK GRONK GRONK,Niall,2016,2,21847,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
IM HERE SO I WONT GET FINED,Stephen,12,BN3,BN,TE,T. Eifert,CIN,"68 Rec Yds,1 Rec TD",12.8,GRONK GRONK GRONK GRONK,Niall,2016,2,21848,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
IM HERE SO I WONT GET FINED,Stephen,12,BN4,BN,WR,A. Robinson,JAX,24 Rec Yds,2.4,GRONK GRONK GRONK GRONK,Niall,2016,2,21849,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
IM HERE SO I WONT GET FINED,Stephen,12,BN5,BN,RB,D. Freeman,ATL,"60 Rush Yds,2 Rush TD,17 Rec Yds",19.7,GRONK GRONK GRONK GRONK,Niall,2016,2,21850,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
IM HERE SO I WONT GET FINED,Stephen,12,BN6,BN,WR,D. Moncrief,IND,"45 Rec Yds,1 Rec TD",10.5,GRONK GRONK GRONK GRONK,Niall,2016,2,21851,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,QB,,QB,R. Wilson,SEA,"151 Pass Yds,2 Int,80 Rush Yds",10.04,IM HERE SO I WONT GET FINED,Stephen,2016,2,21852,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,RB1,,RB,M. Gordon,LAC,"70 Rush Yds,19 Rec Yds",8.9,IM HERE SO I WONT GET FINED,Stephen,2016,2,21853,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,RB2,,RB,J. Ajayi,MIA,"45 Rush Yds,1 Rush TD,11 Rec Yds",11.6,IM HERE SO I WONT GET FINED,Stephen,2016,2,21854,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,WR1,,WR,J. Jones,ATL,35 Rec Yds,3.5,IM HERE SO I WONT GET FINED,Stephen,2016,2,21855,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,WR2,,WR,J. Crowder,WAS,88 Rec Yds,8.8,IM HERE SO I WONT GET FINED,Stephen,2016,2,21856,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,TE,,TE,K. Rudolph,MIN,64 Rec Yds,6.4,IM HERE SO I WONT GET FINED,Stephen,2016,2,21857,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,W/R,,RB,T. Rawls,SEA,38 Rush Yds,3.8,IM HERE SO I WONT GET FINED,Stephen,2016,2,21858,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,K,,K,J. Lambo,LAC,"3 PAT,1 Miss 50+",3,IM HERE SO I WONT GET FINED,Stephen,2016,2,21859,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,DEF,,DEF,Ravens,DEF,"12 Pts,3 Sck,2 Fum",11,IM HERE SO I WONT GET FINED,Stephen,2016,2,21860,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,BN1,BN,RB,M. Forte,NYJ,"27 Rush Yds,23 Rec Yds",5,IM HERE SO I WONT GET FINED,Stephen,2016,2,21861,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,BN2,BN,RB,J. Stewart,CAR,"96 Rush Yds,2 Rush TD",21.6,IM HERE SO I WONT GET FINED,Stephen,2016,2,21862,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,BN3,BN,WR,L. Fitzgerald,ARI,53 Rec Yds,5.3,IM HERE SO I WONT GET FINED,Stephen,2016,2,21863,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,BN4,BN,RB,S. Ware,KC,"64 Rush Yds,32 Rec Yds",9.6,IM HERE SO I WONT GET FINED,Stephen,2016,2,21864,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,BN5,BN,WR,T. Williams,LAC,"70 Rec Yds,1 Rec TD",13,IM HERE SO I WONT GET FINED,Stephen,2016,2,21865,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
GRONK GRONK GRONK GRONK,Niall,12,BN6,BN,DEF,Eagles,DEF,27 Pts,0,IM HERE SO I WONT GET FINED,Stephen,2016,2,21866,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,QB,,QB,K. Cousins,WAS,"449 Pass Yds,3 Pass TD,2 Rush Yds",30.16,Rodwins Rodskins,Rod,2016,3,21867,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,RB1,,RB,R. Mathews,PHI,0,0,Rodwins Rodskins,Rod,2016,3,21868,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,RB2,,RB,L. Miller,HOU,"57 Rush Yds,1 Fum,18 Rec Yds",5.5,Rodwins Rodskins,Rod,2016,3,21869,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,WR1,,WR,J. Nelson,GB,91 Rec Yds,9.1,Rodwins Rodskins,Rod,2016,3,21870,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,WR2,,WR,S. Smith,BAL,20 Rec Yds,2,Rodwins Rodskins,Rod,2016,3,21871,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,TE,,TE,J. Witten,DAL,33 Rec Yds,3.3,Rodwins Rodskins,Rod,2016,3,21872,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,W/R,,WR,D. Adams,GB,"113 Rec Yds,2 Rec TD",23.3,Rodwins Rodskins,Rod,2016,3,21873,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,K,,K,C. Sturgis,PHI,"1 PAT,1 40-49,1 50+",9,Rodwins Rodskins,Rod,2016,3,21874,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,DEF,,DEF,Chiefs,DEF,"27 Pts,5 Sck,1 Fum,1 Ret TD,1 Saf",15,Rodwins Rodskins,Rod,2016,3,21875,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,BN1,BN,WR,K. Britt,LA,"52 Rec Yds,1 Rec TD",11.2,Rodwins Rodskins,Rod,2016,3,21876,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,BN2,BN,QB,C. Newton,CAR,"246 Pass Yds,2 Pass TD,1 Int,6 Rush Yds,...",20.44,Rodwins Rodskins,Rod,2016,3,21877,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,BN3,BN,RB,G. Bernard,CIN,0,0,Rodwins Rodskins,Rod,2016,3,21878,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,BN4,BN,WR,J. Brown,ARI,19 Rec Yds,1.9,Rodwins Rodskins,Rod,2016,3,21879,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,BN5,BN,RB,I. Crowell,CLE,"44 Rush Yds,1 Fum,47 Rec Yds",7.1,Rodwins Rodskins,Rod,2016,3,21880,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,12,BN6,BN,RB,P. Barber,TB,"16 Rush Yds,4 Rec Yds",2,Rodwins Rodskins,Rod,2016,3,21881,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,QB,,QB,M. Ryan,ATL,"269 Pass Yds,2 Pass TD,1 Int,15 Rush Yds",18.26,PackingCheeseheadsSince1921,Whytey,2016,3,21882,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,RB1,,RB,D. Booker,DEN,"79 Rush Yds,22 Rec Yds",10.1,PackingCheeseheadsSince1921,Whytey,2016,3,21883,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,RB2,,RB,E. Elliott,DAL,"97 Rush Yds,2 Rush TD,23 Rec Yds",24,PackingCheeseheadsSince1921,Whytey,2016,3,21884,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,WR1,,WR,A. Brown,PIT,"91 Rec Yds,3 Rec TD",27.1,PackingCheeseheadsSince1921,Whytey,2016,3,21885,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,WR2,,WR,B. Cooks,NO,0,0,PackingCheeseheadsSince1921,Whytey,2016,3,21886,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,TE,,TE,Z. Ertz,PHI,36 Rec Yds,3.6,PackingCheeseheadsSince1921,Whytey,2016,3,21887,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,W/R,,RB,B. Powell,NYJ,"36 Rush Yds,7 Rec Yds",4.3,PackingCheeseheadsSince1921,Whytey,2016,3,21888,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,K,,K,R. Succop,TEN,"3 PAT,1 0-19,1 30-39",9,PackingCheeseheadsSince1921,Whytey,2016,3,21889,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,DEF,,DEF,Giants,DEF,"13 Pts,7 Sck,3 Fum,1 TD",23,PackingCheeseheadsSince1921,Whytey,2016,3,21890,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,BN1,BN,RB,M. Asiata,MIN,"27 Rush Yds,1 Rush TD,14 Rec Yds",10.1,PackingCheeseheadsSince1921,Whytey,2016,3,21891,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,BN2,BN,WR,A. Green,CIN,0,0,PackingCheeseheadsSince1921,Whytey,2016,3,21892,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,BN3,BN,QB,E. Manning,NYG,"194 Pass Yds,3 Pass TD,-2 Rush Yds",19.56,PackingCheeseheadsSince1921,Whytey,2016,3,21893,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,BN4,BN,TE,T. Kelce,KC,101 Rec Yds,10.1,PackingCheeseheadsSince1921,Whytey,2016,3,21894,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,BN5,BN,QB,B. Bortles,JAX,"126 Pass Yds,2 Pass TD,81 Rush Yds",21.14,PackingCheeseheadsSince1921,Whytey,2016,3,21895,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Rodwins Rodskins,Rod,12,BN6,BN,RB,J. White,NE,22 Rec Yds,2.2,PackingCheeseheadsSince1921,Whytey,2016,3,21896,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,QB,,QB,A. Rodgers,GB,"313 Pass Yds,2 Pass TD,26 Rush Yds",23.12,i'm-on-a-rolla-gay,Beano,2016,4,21897,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,RB1,,RB,J. Forsett,DEN,0,0,i'm-on-a-rolla-gay,Beano,2016,4,21898,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,RB2,,RB,M. Ingram,NO,"146 Rush Yds,1 Rush TD,21 Rec Yds,1 Rec TD",28.7,i'm-on-a-rolla-gay,Beano,2016,4,21899,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,WR1,,WR,M. Crabtree,LV,110 Rec Yds,11,i'm-on-a-rolla-gay,Beano,2016,4,21900,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,WR2,,WR,R. Cobb,GB,41 Rec Yds,4.1,i'm-on-a-rolla-gay,Beano,2016,4,21901,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,TE,,TE,Z. Miller,CHI,0,0,i'm-on-a-rolla-gay,Beano,2016,4,21902,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,W/R,,RB,D. Johnson,CLE,"14 Rush Yds,26 Rec Yds",4,i'm-on-a-rolla-gay,Beano,2016,4,21903,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,K,,K,S. Gostkowski,NE,"1 PAT,2 20-29,1 40-49,1 Miss 30-39",10,i'm-on-a-rolla-gay,Beano,2016,4,21904,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,DEF,,DEF,Seahawks,DEF,"14 Pts,1 Int,1 Fum,1 Saf",7,i'm-on-a-rolla-gay,Beano,2016,4,21905,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,BN1,BN,TE,G. Barnidge,CLE,11 Rec Yds,1.1,i'm-on-a-rolla-gay,Beano,2016,4,21906,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,BN2,BN,WR,E. Sanders,DEN,"162 Rec Yds,1 Rec TD",22.2,i'm-on-a-rolla-gay,Beano,2016,4,21907,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,BN3,BN,WR,C. Beasley,DAL,56 Rec Yds,5.6,i'm-on-a-rolla-gay,Beano,2016,4,21908,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,BN4,BN,QB,J. Winston,TB,"220 Pass Yds,2 Pass TD,1 Int,12 Rush Yds",16,i'm-on-a-rolla-gay,Beano,2016,4,21909,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,BN5,BN,RB,M. Jones,WAS,0,0,i'm-on-a-rolla-gay,Beano,2016,4,21910,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Theshithouseflakes,Dave,12,BN6,BN,DEF,Patriots,DEF,"17 Pts,1 Sck,2 Fum",6,i'm-on-a-rolla-gay,Beano,2016,4,21911,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,QB,,QB,B. Roethlisberger,PIT,"221 Pass Yds,3 Pass TD",20.84,Theshithouseflakes,Dave,2016,4,21912,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,RB1,,RB,D. Murray,TEN,"43 Rush Yds,41 Rec Yds",8.4,Theshithouseflakes,Dave,2016,4,21913,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,RB2,,RB,L. Bell,PIT,"120 Rush Yds,1 Rush TD,22 Rec Yds",20.2,Theshithouseflakes,Dave,2016,4,21914,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,WR1,,WR,D. Bryant,DAL,72 Rec Yds,7.2,Theshithouseflakes,Dave,2016,4,21915,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,WR2,,WR,T. Hilton,IND,54 Rec Yds,5.4,Theshithouseflakes,Dave,2016,4,21916,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,TE,,TE,D. Walker,TEN,"50 Rec Yds,1 Rec TD",11,Theshithouseflakes,Dave,2016,4,21917,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,W/R,,RB,L. McCoy,BUF,"103 Rush Yds,2 Rush TD,31 Rec Yds,1 2PT",27.4,Theshithouseflakes,Dave,2016,4,21918,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,K,,K,S. Hauschka,SEA,1 40-49,3,Theshithouseflakes,Dave,2016,4,21919,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,DEF,,DEF,Bills,DEF,"21 Pts,2 Sck",2,Theshithouseflakes,Dave,2016,4,21920,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,BN1,BN,QB,M. Stafford,DET,"232 Pass Yds,1 Pass TD,30 Rush Yds",16.28,Theshithouseflakes,Dave,2016,4,21921,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,BN2,BN,WR,M. Jones,DET,54 Rec Yds,5.4,Theshithouseflakes,Dave,2016,4,21922,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,BN3,BN,RB,L. Murray,LV,"45 Rush Yds,1 Rush TD,43 Rec Yds",14.8,Theshithouseflakes,Dave,2016,4,21923,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,BN4,BN,WR,S. Watkins,BUF,80 Rec Yds,8,Theshithouseflakes,Dave,2016,4,21924,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,BN5,BN,WR,S. Diggs,MIN,0,0,Theshithouseflakes,Dave,2016,4,21925,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
i'm-on-a-rolla-gay,Beano,12,BN6,BN,WR,S. Shepard,NYG,22 Rush Yds,2.2,Theshithouseflakes,Dave,2016,4,21926,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,QB,,QB,A. Luck,IND,"278 Pass Yds,4 Pass TD,26 Rush Yds",29.72,PackingCheeseheadsSince1921,Whytey,2016,1,21927,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,RB1,,RB,D. Johnson,ARI,"84 Rush Yds,1 Rush TD,91 Rec Yds,1 Rec TD",29.5,PackingCheeseheadsSince1921,Whytey,2016,1,21928,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,RB2,,RB,J. Howard,CHI,"117 Rush Yds,3 Rush TD",29.7,PackingCheeseheadsSince1921,Whytey,2016,1,21929,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,WR1,,WR,M. Evans,TB,"38 Rec Yds,1 2PT",5.8,PackingCheeseheadsSince1921,Whytey,2016,1,21930,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,WR2,,WR,M. Thomas,NO,42 Rec Yds,4.2,PackingCheeseheadsSince1921,Whytey,2016,1,21931,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,TE,,TE,E. Ebron,DET,38 Rec Yds,3.8,PackingCheeseheadsSince1921,Whytey,2016,1,21932,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,W/R,,RB,L. Blount,NE,"88 Rush Yds,1 Rush TD",14.8,PackingCheeseheadsSince1921,Whytey,2016,1,21933,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,K,,K,A. Vinatieri,IND,"5 PAT,1 30-39,1 50+",13,PackingCheeseheadsSince1921,Whytey,2016,1,21934,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,DEF,,DEF,Broncos,DEF,"10 Pts,1 Sck,2 Int,1 Fum,1 TD",17,PackingCheeseheadsSince1921,Whytey,2016,1,21935,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,BN1,BN,TE,R. Gronkowski,NE,0,0,PackingCheeseheadsSince1921,Whytey,2016,1,21936,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,BN2,BN,WR,D. Thomas,DEN,61 Rec Yds,6.1,PackingCheeseheadsSince1921,Whytey,2016,1,21937,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,BN3,BN,RB,F. Gore,IND,79 Rush Yds,7.9,PackingCheeseheadsSince1921,Whytey,2016,1,21938,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,BN4,BN,RB,T. Coleman,ATL,49 Rush Yds,4.9,PackingCheeseheadsSince1921,Whytey,2016,1,21939,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,BN5,BN,QB,M. Mariota,TEN,0,0,PackingCheeseheadsSince1921,Whytey,2016,1,21940,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
Glorious Demon God Fist,Chris,13,BN6,BN,RB,T. Gurley,LA,"38 Rush Yds,9 Rec Yds",4.7,PackingCheeseheadsSince1921,Whytey,2016,1,21941,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,QB,,QB,K. Cousins,WAS,"271 Pass Yds,1 Pass TD,1 Int,1 Rush TD,...",16.84,Glorious Demon God Fist,Chris,2016,1,21942,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,RB1,,RB,L. Miller,HOU,"22 Rush Yds,-4 Rec Yds",1.8,Glorious Demon God Fist,Chris,2016,1,21943,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,RB2,,RB,P. Barber,TB,6 Rush Yds,0.6,Glorious Demon God Fist,Chris,2016,1,21944,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,WR1,,WR,J. Nelson,GB,"118 Rec Yds,1 Rec TD",17.8,Glorious Demon God Fist,Chris,2016,1,21945,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,WR2,,WR,S. Smith,BAL,53 Rec Yds,5.3,Glorious Demon God Fist,Chris,2016,1,21946,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,TE,,TE,J. Witten,DAL,0,0,Glorious Demon God Fist,Chris,2016,1,21947,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,W/R,,WR,D. Adams,GB,17 Rec Yds,1.7,Glorious Demon God Fist,Chris,2016,1,21948,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,K,,K,C. Sturgis,PHI,"2 PAT,1 Miss 50+",2,Glorious Demon God Fist,Chris,2016,1,21949,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,DEF,,DEF,Chiefs,DEF,"28 Pts,2 Sck,1 Int,1 TD",9,Glorious Demon God Fist,Chris,2016,1,21950,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,BN1,BN,WR,K. Britt,LA,"67 Rec Yds,1 Rec TD",12.7,Glorious Demon God Fist,Chris,2016,1,21951,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,BN2,BN,RB,R. Mathews,PHI,0,0,Glorious Demon God Fist,Chris,2016,1,21952,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,BN3,BN,QB,C. Newton,CAR,"182 Pass Yds,1 Pass TD,12 Rush Yds",12.48,Glorious Demon God Fist,Chris,2016,1,21953,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
PackingCheeseheadsSince1921,Whytey,13,BN4,BN,RB,G. Bernard,CIN,0,0,Glorious Demon God Fist,Chris,2016,1,21954,#ERROR!,#ERROR!,#ERROR!,#ERROR!,,,,,,,,,,,,
